---,ModifierId,ModifierName,ItemTags,ModifierTags,ModifierWeight,ModifierTier,ModifierRequiredLevel,ModifierAffixType,MinMaxRange,ModifiedAttribute,ModifierOperator,UniqueModifierId,ValidItemClasses,ValidItemTypesOverride,ModifierBuckets
poison_dmg_flat_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""A39A0DC74DA95C91ABE0818CFCAF501B"", ""poison_dmg_flat_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""E96F523C4EFD77B8A5C97B91F3626AAE"", ""poison + 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=True,Damage=True,Attack=True,Defense=False,Resistance=False,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","0","1","Prefix","(2,4)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=1.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=True,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
poison_dmg_flat_02,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""1565B15446C3DC04BB20F2859F442127"", ""poison_dmg_flat_02"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""904F44B24092D00CD99C9EBF47626860"", ""poison + 2"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=True,Damage=True,Attack=True,Defense=False,Resistance=False,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","1","5","Prefix","(4,8)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=1.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Addition","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=True,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
atk_spd_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""B1BEE023469658C03E1DB39A62ECBB61"", ""atk_spd_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""3DE28A594DAAF87A42971E869521663F"", ""atk speed 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=True,Defense=False,Resistance=False,Speed=True,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","500","0","1","Suffix","(5,10)","(WeaponAttackRate=1.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Multiplication","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=True,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
atk_spd_02,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""BFCD149D478C0461871E8EBB599BF464"", ""atk_spd_02"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""9B248FD948E691838A3B1081C3FA0043"", ""atk speed 2"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=True,Defense=False,Resistance=False,Speed=True,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","500","1","5","Suffix","(11,15)","(WeaponAttackRate=1.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Multiplication","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=True,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
atk_spd_03,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""E205E2AB47FEE93A71BB32B493222437"", ""atk_spd_03"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""832FF0704CC85B47F361C2A106EAA48B"", ""atk speed 3"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=False,Attack=True,Defense=False,Resistance=False,Speed=True,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","500","2","10","Suffix","(16,20)","(WeaponAttackRate=1.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Multiplication","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=True,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
crit_chance_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""1897DA0148D62CD9EC7C9D8A74CA9A92"", ""crit_chance_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""05C61DCD43320819D6B8CAA2D30BB7D0"", ""crit chance 1"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=True,Attack=True,Defense=False,Resistance=False,Speed=False,Critical=True,Life=False,Armor=False,Evade=False,Overshield=False)","500","0","1","Suffix","(10,15)","(WeaponAttackRate=0.000000,WeaponCriticalChance=1.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Multiplication","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=True,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
crit_chance_02,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""8F24F5DB40F553980B1D8FACBC008850"", ""crit_chance_02"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""B00F947549CF8A8FDD60358D8B0619D6"", ""crit chance 2"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=True,Attack=True,Defense=False,Resistance=False,Speed=False,Critical=True,Life=False,Armor=False,Evade=False,Overshield=False)","500","1","5","Suffix","(16,20)","(WeaponAttackRate=0.000000,WeaponCriticalChance=1.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Multiplication","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=True,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
crit_chance_03,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""DE577F7D45BD7C8EEDB64F92C0777F45"", ""crit_chance_03"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""CD4EE5E64F6C6ED14090A6905277D597"", ""crit chance 3"")","(Etched=False)","(Physical=False,Fire=False,Ice=False,Electric=False,Poison=False,Damage=True,Attack=True,Defense=False,Resistance=False,Speed=False,Critical=True,Life=False,Armor=False,Evade=False,Overshield=False)","500","2","10","Suffix","(21,25)","(WeaponAttackRate=0.000000,WeaponCriticalChance=1.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","Multiplication","","(Armor=False,Weapon=True,Shield=False,Jewelry=False,Misc=False)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=True,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
fire_res_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""BBFF5EBA4AB297F01CBDF2B83A4070EF"", ""fire_res_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""2F71C0D247BB9EC356CF05A15F01A7D3"", ""fire resist 1"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","0","1","Suffix","(5,10)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=1.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=True,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
fire_res_02,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""6913BF3F4DC9DFA92D24A6BD93A1D178"", ""fire_res_02"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""BD0EF1224D81A2C3723351B58A62787B"", ""fire resist 2"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","1","5","Suffix","(11,15)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=1.000000,IceResistance=0.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=True,ColdResist=False,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
ice_res_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""170459C04BB0229797FCC585AAD0CA50"", ""ice_res_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""1DC4566243B86CA0FF195F9913AB7128"", ""ice resist 1"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","0","1","Suffix","(5,10)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=1.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=True,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
ice_res_02,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""F88F12044AAA4F2B21AD42906CF986E8"", ""ice_res_02"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""C6BAC79D48F0468287E0EE80133BCD2B"", ""ice resist 2"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","1","5","Suffix","(11,15)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=1.000000,ElectricResistance=0.000000,PoisonResistance=0.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=True,ElectricResist=False,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
elec_res_01,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""B755AFEC4B9A2556CC7635BCCD819AAF"", ""elec_res_01"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""7A30EAAA4B8875528D144894635644A4"", ""electric resist 1"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","0","1","Suffix","(5,10)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=1.000000,PoisonResistance=0.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=True,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
elec_res_02,"NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""506AD6744194399035F051AA03F0296D"", ""elec_res_02"")","NSLOCTEXT(""[0167F5F64C13037CE4CA5A79C7AE169A]"", ""BA9BC7044C0E649FED207F9A9E48831B"", ""electric resist 2"")","(Etched=False)","(Physical=False,Fire=True,Ice=False,Electric=False,Poison=False,Damage=False,Attack=False,Defense=False,Resistance=True,Speed=False,Critical=False,Life=False,Armor=False,Evade=False,Overshield=False)","1000","1","5","Suffix","(11,15)","(WeaponAttackRate=0.000000,WeaponCriticalChance=0.000000,WeaponCriticalMulti=0.000000,DamageModifier=(PhysicalDamage=0.000000,FireDamage=0.000000,IceDamage=0.000000,ElectricDamage=0.000000,PoisonDamage=0.000000),MigitationModifier=(PhysicalReduction=0.000000,Evade=0.000000,Overshield=0.000000,Block=0.000000),ResistanceModifier=(FireResistance=0.000000,IceResistance=0.000000,ElectricResistance=1.000000,PoisonResistance=0.000000))","GlobalMod","","(Armor=True,Weapon=True,Shield=True,Jewelry=True,Misc=True)","(Armor=(Head=False,Chest=False,Gloves=False,Boots=False,Shield=False),Weapon=(Sword=False,Axe=False),Shield=(HandOff=False),Jewelry=(Neck=False,Ring=False,Belt=False),Misc=(Misc=False))","(WeaponModifierBuckets=(LocalFlatPhysDamage=False,LocalPercentPhysDamage=False,LocalFlatFireDamage=False,LocalFlatColdDamage=False,LocalFlatElectricDamage=False,LocalFlatPoisonDamage=False,LocalAttackRate=False,LocalCritChance=False,LocalCritDamage=False),ArmorModifierBuckets=(PhysicalMitigation=False,Evade=False,OverShield=False,life=False),JewelryModifierBuckets=(FireResist=False),MiscModifierBuckets=(Life=False),GlobalModifierBuckets=(FireResist=False,ColdResist=False,ElectricResist=True,PoisonResist=False,GlobalAllSkills=False,UniqueSkill=False))"
